title,genres,vote_average,adult,runtime
Hannah Arendt,Drama,7.1,False,113.0
The Other Family,Drama,6.6,False,130.0
Birders: The Central Park Effect,Documentary,8.0,False,61.0
41,,5.0,False,120.0
Bakhita,"History, Adventure",7.0,False,0.0
The Purge,"Science Fiction, Horror, Thriller",6.0,False,86.0
The Neighbor,"Thriller, Horror",5.8,False,93.0
God Bless Ozzy Osbourne,"Documentary, Music",5.3,False,94.0
The Reluctant Fundamentalist,Thriller,6.6,False,130.0
Rapture-Palooza,"Comedy, Fantasy, Horror",4.9,False,85.0
100 years of evil,,5.5,False,80.0
Speed - In Search of Lost Time,,8.6,False,0.0
After Him,"Drama, Foreign",5.8,False,94.0
The Witches,Horror,6.3,False,89.0
Tetsuo: The Bullet Man,"Action, Science Fiction, Horror, Thriller",5.5,False,71.0
20 Feet from Stardom,"Documentary, Music",7.4,False,89.0
Perfumed Nightmare,"Comedy, Drama",10.0,False,93.0
Far Out Man,"Action, Comedy",5.1,False,81.0
Out Late,,0.0,False,61.0
Bad Blood: A Cautionary Tale,Documentary,0.0,False,0.0
Beverly Hills Chihuahua 3 - Viva La Fiesta!,"Comedy, Family",5.8,False,89.0
AM1200,Horror,7.2,False,39.0
The Executioner,Thriller,7.0,False,107.0
Looking for Palladin,,0.0,False,115.0
The Bling Ring,"Drama, Crime",5.3,False,90.0
The Mugger,"Drama, Foreign",5.1,False,67.0
Monsters University,"Animation, Family",7.0,False,104.0
Donos de Portugal,Documentary,0.0,False,
Hammer of the Gods,"History, Action, Adventure",4.4,False,99.0
6 Month Rule,"Comedy, Romance",5.7,False,95.0
A Beginner's Guide to Endings,"Comedy, Drama",6.4,False,92.0
The War You Don't See,Documentary,7.0,False,97.0
Schlussmacher,Comedy,5.8,False,110.0
From the East,"Documentary, Foreign",8.0,False,107.0
Doomed Love,"Romance, Drama",8.0,False,260.0
"Reason, Debate and a Story",Drama,5.0,False,120.0
Julius Caesar,Drama,0.0,False,161.0
Wedding Trough,"Horror, Romance",4.3,False,80.0
Oblivion Island: Haruka and the Magic Mirror,"Adventure, Animation",6.2,False,98.0
Eden,Drama,6.5,False,98.0
Days of Grace,"Drama, Foreign",6.1,False,133.0
A Place at the Table,Documentary,6.9,False,84.0
Fullmetal Alchemist: The Sacred Star of Milos,"Adventure, Fantasy, Animation, Action, Science Fiction",6.9,False,110.0
American Idiots,"Comedy, Romance",4.3,False,92.0
Maniac,Horror,5.9,False,89.0
Not Suitable For Children,"Comedy, Romance",5.3,False,97.0
The Lesser Blessed,,6.3,False,86.0
A Common Man,"Action, Thriller",5.5,False,86.0
Pacific Rim,"Action, Science Fiction, Adventure",6.7,False,131.0
Lego Batman: The Movie - DC Super Heroes Unite,"Animation, Adventure, Family",6.4,False,71.0
The Best Offer,"Drama, Romance, Crime, Mystery",7.7,False,124.0
Sassy Pants,"Comedy, Drama",5.6,False,87.0
A Flea In Her Ear,Comedy,5.0,False,94.0
Ada,Drama,6.0,False,109.0
Adam and Eve,"Comedy, Romance",3.9,False,91.0
World War Z,"Action, Drama, Horror, Science Fiction, Thriller",6.7,False,116.0
Elysium,"Science Fiction, Action, Drama, Thriller",6.4,False,109.0
Dirty Wars,"Documentary, Drama, War, Crime, Mystery",7.1,False,87.0
I Want to Marry Ryan Banks,"Romance, Comedy",5.0,False,120.0
K-911,"Action, Comedy, Crime, Mystery",5.2,False,91.0
Mr. Moto's Gamble,"Drama, Mystery, Thriller",6.3,False,72.0
Unconditional,Drama,6.3,False,92.0
Sign 'o' the Times,Music,7.3,False,84.0
Just Before Dawn,"Horror, Thriller",6.7,False,90.0
We Steal Secrets: The Story of WikiLeaks,Documentary,6.2,False,127.0
What Maisie Knew,Drama,7.4,False,93.0
Dragon Hunter,Fantasy,3.3,False,90.0
Shark Alarm at Müggel Lake,Comedy,6.1,False,99.0
The Revisionaries,Documentary,6.4,False,92.0
The Anniversary,"Drama, Comedy, Thriller",6.8,False,95.0
The Purple Gang,"Drama, Crime",0.0,False,85.0
The Death of Maria Malibran,Drama,7.8,False,104.0
Minamata: The Victims and Their World,,5.0,False,105.0
American Mary,"Horror, Thriller",5.8,False,98.0
Liz & Dick,"Drama, TV Movie",4.1,False,88.0
Yamla Pagla Deewana 2,,2.8,False,154.0
Europa Report,"Science Fiction, Thriller",6.2,False,90.0
Känd från TV,Comedy,5.0,False,101.0
Odd Thomas,"Mystery, Thriller",6.6,False,100.0
Cigarettes and Coffee,Drama,4.0,False,15.0
Jim Gaffigan: Mr. Universe,"Comedy, TV Movie",7.2,False,78.0
The Projectionist,"Comedy, Fantasy",7.0,False,88.0
The Vampire,"Mystery, Thriller, Horror",6.5,False,95.0
Love Ghost,,5.8,False,95.0
The Sound of Insects: Record of a Mummy,Documentary,7.7,False,87.0
Blutzbrüdaz,"Music, Drama, Foreign",5.6,False,87.0
Despicable Me 2,"Animation, Comedy, Family",7.0,False,98.0
White House Down,"Action, Drama, Thriller",6.3,False,131.0
The World's End,"Comedy, Action, Science Fiction",6.7,False,109.0
Keith Lemon: The Film,Comedy,2.7,False,85.0
The Tempest,"Fantasy, Drama, Science Fiction",0.0,False,123.0
Back to 1942,Drama,5.3,False,145.0
Reflection,"Action, Thriller, Science Fiction",0.0,False,91.0
Hummingbird,"Action, Thriller",5.9,False,100.0
Love and Lemons,Romance,4.9,False,99.0
The Hounds,"Horror, Thriller, Crime",4.0,False,87.0
The Heat,"Action, Comedy, Crime",6.5,False,117.0
May I Kill U?,,4.4,False,87.0
Very Important Person,"War, Comedy",4.9,False,98.0
The Last Seven,Thriller,3.3,False,84.0
The Lone Ranger,"Action, Adventure, Western",5.9,False,149.0
Happiness Never Comes Alone,"Comedy, Romance",6.2,False,110.0
My Perestroika,Documentary,7.7,False,88.0
A Millionaire for Christy,"Comedy, Romance",7.3,False,91.0
Aftershock: Earthquake in New York,"Action, Drama, Thriller",4.4,False,170.0
The Doctor and the Devils,Horror,5.8,False,93.0
Flicker,Drama,6.3,False,100.0
Hong Kong Confidential,"Drama, Comedy, Romance, Foreign",6.0,False,88.0
Life Without Dick,"Action, Comedy, Romance",3.1,False,97.0
The Beach Boys: An American Family,,0.0,False,240.0
Hypocrites,Drama,6.0,False,54.0
A Grandpa for Christmas,"Drama, TV Movie, Comedy",6.6,False,90.0
"Ah, Wilderness!","Comedy, Drama",3.7,False,98.0
Crossfire Trail,"Drama, Romance, Thriller, Western, Action",5.4,False,95.0
The Thieves,"Action, Crime",6.7,False,135.0
Woody Allen: A Documentary,Documentary,7.5,False,192.0
Epitaph,"Horror, Foreign",6.4,False,98.0
Passion,"Thriller, Drama, Crime, Mystery",5.1,False,100.0
Pussy Riot: A Punk Prayer,"Music, Documentary",7.1,False,90.0
Batman Unmasked: The Psychology of the Dark Knight,Documentary,8.0,False,45.0
Ghoulies III: Ghoulies Go to College,"Fantasy, Drama, Horror, Action, Comedy",3.9,False,94.0
Ghoulies IV,"Comedy, Horror, Science Fiction",3.1,False,84.0
Call Girl,"Thriller, Drama",6.3,False,140.0
Alive Day Memories: Home from Iraq,Documentary,5.8,False,57.0
How to Make Money Selling Drugs,Documentary,6.8,False,96.0
The Stig-Helmer Story,Comedy,4.8,False,0.0
The Ice House,"Drama, Mystery, Thriller",5.5,False,172.0
Return of the Living Dead: Necropolis,"Comedy, Horror",3.7,False,88.0
V/H/S/2,"Horror, Thriller",6.0,False,95.0
Return of the Living Dead: Rave to the Grave,"Comedy, Horror",4.3,False,86.0
Arctic Blast,Science Fiction,4.5,False,92.0
Gideon's Army,Documentary,6.2,False,96.0
Macbeth,Thriller,5.8,False,147.0
The Knot,"Comedy, Romance",3.4,False,92.0
Cottage Country,"Action, Comedy, Crime, Romance",5.0,False,91.0
Along the Great Divide,"Western, Adventure, Romance",7.0,False,88.0
Ambush Trail,"Action, Western",0.0,False,60.0
American Samurai,"Action, Thriller",5.4,False,94.0
Food Matters,Documentary,7.2,False,74.0
Bad Girls,Comedy,5.1,False,100.0
ICHI,"Action, Adventure, Drama, History",6.8,False,120.0
The Shadow Riders,"Action, Adventure, Western",5.3,False,96.0
Inadequate People,"Comedy, Romance",6.9,False,106.0
Kid Millions,"Music, Comedy",5.3,False,90.0
The Spectacular Now,"Comedy, Drama, Romance",6.8,False,95.0
Thanks for Sharing,"Comedy, Drama",5.7,False,112.0
The Lifeguard,"Drama, Comedy, Romance",5.2,False,98.0
Ed Hardy: Tattoo the World,Documentary,4.0,False,74.0
Vile,"Horror, Thriller",4.8,False,90.0
What's in a Name,"Drama, Comedy",7.2,False,109.0
Partners: The Movie II,"Crime, Drama",0.0,False,119.0
A Hijacking,"Thriller, Drama",6.7,False,103.0
Tell Me and I Will Forget,,0.0,False,79.0
Trilogy of Terror II,"Horror, Thriller",5.8,False,90.0
Big Star: Nothing Can Hurt Me,Documentary,6.8,False,100.0
Which Way Is The Front Line From Here? The Life and Time of Tim Hetherington,Documentary,7.4,False,79.0
It's a Bikini World,Comedy,2.0,False,86.0
Dead Man's Burden,"Drama, Western",5.3,False,93.0
Downloaded,Documentary,6.6,False,106.0
Jug Face,"Horror, Thriller, Drama",5.3,False,81.0
Chu Chin Chow,"Music, Fantasy, Romance",0.0,False,103.0
Gagarin: First in Space,"Drama, History",6.4,False,108.0
Taming of the Fire,"Drama, History",5.0,False,166.0
Sharknado,"TV Movie, Horror",3.8,False,86.0
Hamlet,Drama,4.0,False,210.0
Please Remove Your Shoes,Documentary,5.8,False,0.0
Craig Ferguson: I'm Here to Help,Comedy,5.9,False,81.0
Lune Froide,,7.5,False,0.0
Stuck in Love,"Drama, Comedy",7.3,False,97.0
Class Act,"Comedy, Drama",6.3,False,98.0
How to Live Forever,Documentary,5.5,False,92.0
ATF,"Action, Crime, Drama",4.0,False,88.0
Den ofrivillige golfaren,Comedy,4.6,False,107.0
Brain Dead,"Horror, Action, Thriller, Science Fiction",5.8,False,85.0
Fruitvale Station,Drama,7.3,False,85.0
Sēņotāji,,0.0,False,
A Limousine the Colour of Midsummer's Eve,"Drama, Comedy",5.0,False,88.0
Apple in the River,"Romance, Drama",7.0,False,76.0
Making a Killing: The Untold Story of Psychotropic Drugging,Documentary,9.0,False,95.0
Pax Americana and the Weaponization of Space,Documentary,0.0,False,85.0
Arizona Raiders,Western,6.3,False,88.0
Bhaag Milkha Bhaag,"History, Action, Drama",7.3,False,186.0
D-Day,"Action, Thriller",6.4,False,153.0
The Terror Within,"Horror, Science Fiction",5.1,False,90.0
The Surgeon,"Horror, Science Fiction",6.6,False,99.0
Tai Chi Hero,"Action, Adventure",5.9,False,100.0
Zombies on Broadway,Comedy,4.7,False,69.0
R.I.P.D.,"Fantasy, Action, Comedy, Crime",5.4,False,96.0
The Client List,Drama,5.4,False,88.0
Justice League: The Flashpoint Paradox,"Fantasy, Science Fiction, Animation, Action, Adventure",7.3,False,75.0
United,"Drama, History",7.0,False,90.0
Death Is a Woman,"Drama, Mystery",0.0,False,88.0
Ip Man: The Final Fight,"Action, Drama",6.0,False,100.0
Pawn Shop Chronicles,"Action, Comedy",5.6,False,107.0
Killing Season,"Action, Thriller",5.3,False,91.0
Joker,"Comedy, Foreign",3.3,False,0.0
Gitmo,,5.5,False,82.0
My Avatar and Me,"Documentary, Science Fiction",0.0,False,0.0
The Blood Beast Terror,"Horror, Mystery, Science Fiction",5.9,False,88.0
Othello,,9.5,False,204.0
A Field in England,"Drama, History, Thriller",6.3,False,90.0
The Conjuring,"Horror, Thriller",7.4,False,112.0
Everything,"Drama, Mystery",4.8,False,0.0
The Starfighters,,1.2,False,78.0
Love,"Drama, Science Fiction",5.4,False,90.0
Mean Girls 2,Comedy,5.1,False,96.0
The Colony,"Action, Science Fiction, Horror",5.2,False,95.0
A Warrior's Heart,"Action, Drama, Family",5.4,False,86.0
An Angel Named Billy,Drama,0.0,False,120.0
Scenic Route,"Drama, Thriller",6.2,False,85.0
Slave Girls,"Adventure, Fantasy",5.1,False,90.0
"Bashu, the Little Stranger","Drama, Family, Foreign",6.2,False,120.0
Wild Gals of the Naked West,"Comedy, Western",3.3,False,65.0
The Cheshire Murders,Documentary,5.9,False,115.0
Dragon Age: Dawn of the Seeker,"Fantasy, Animation",5.2,False,90.0
The Damned,"Drama, War",3.9,False,105.0
Gasland Part II,Documentary,7.5,False,125.0
The Human Behavior Experiments,Documentary,8.4,False,58.0
Turbo,"Animation, Family",6.1,False,96.0
Gunman's Walk,Western,6.1,False,97.0
The Devil's in the Details,Thriller,3.8,False,100.0
The Wolverine,"Action, Science Fiction, Adventure, Fantasy",6.3,False,126.0
Sol,Science Fiction,4.0,False,105.0
The Devil Dared Me To,"Action, Comedy",5.6,False,75.0
Sky West and Crooked,"Drama, Romance",5.3,False,105.0
Make Believe,"Documentary, Family",6.0,False,88.0
Gold,"Adventure, Drama, Western",5.5,False,112.0
Sacrificio: Who Betrayed Che Guevara,Documentary,6.5,False,60.0
Let's Make Money,Documentary,7.5,False,110.0
The Middle of the World,"Drama, Foreign",6.7,False,85.0
The Crash Reel,Documentary,8.0,False,108.0
Drinking Buddies,"Romance, Drama",6.0,False,90.0
90 Minutes,Drama,4.9,False,92.0
Hell Baby,"Comedy, Horror",4.9,False,98.0
RED 2,"Action, Comedy, Crime, Thriller",6.4,False,116.0
Miami Connection,"Action, Crime",6.0,False,86.0
The Battery,"Drama, Horror",6.1,False,101.0
Coffee Town,Comedy,6.7,False,87.0
The Death of the Incredible Hulk,"Action, Drama, Science Fiction",4.2,False,95.0
"Nick Carter, Master Detective","Crime, Mystery, Drama",6.0,False,59.0
Vehicle 19,Thriller,5.0,False,85.0
To Get to Heaven First You Have to Die,Drama,6.3,False,95.0
Tinpis Run,Comedy,5.0,False,94.0
Out of Life,Drama,2.5,False,97.0
Fetching Cody,"Comedy, Drama, Fantasy, Romance, Science Fiction",6.8,False,87.0
Black & White & Sex,Drama,6.3,False,92.0
Witchhammer,"Drama, Thriller, Foreign",7.3,False,103.0
Whisper of Sin,Drama,7.5,False,98.0
Forest of the Gods,Drama,6.0,False,120.0
RFK Must Die The Assassination Of Bobby Kennedy,Documentary,8.0,False,139.0
New World,Thriller,7.2,False,134.0
Page Miss Glory,"Comedy, Music, Romance",6.0,False,93.0
The Battle for Marjah,Documentary,7.5,False,0.0
Holidays by the Sea,Comedy,3.4,False,77.0
Revenge for Jolly!,"Comedy, Drama",4.7,False,84.0
Night Train to Lisbon,"Mystery, Romance, Thriller",6.4,False,111.0
Bigfoot,"Horror, Science Fiction, Adventure",3.0,False,89.0
Consuming Kids: The Commercialization of Childhood,Documentary,7.6,False,66.0
The Breath,"Action, Adventure, Drama, History, War",7.1,False,128.0
Iran Is Not the Problem,"Documentary, War",4.8,False,79.0
Mighty Uke,"Documentary, Music",0.0,False,76.0
The Hard Man,Western,3.3,False,80.0
2 Guns,"Action, Comedy, Crime",6.6,False,109.0
First Comes Love,Documentary,6.0,False,108.0
Rafa,"Crime, Drama, Family",6.6,False,25.0
Giorgino,Drama,6.8,False,177.0
The All Together,Comedy,5.0,False,84.0
Aloha Summer,"Comedy, Drama",2.5,False,98.0
Hell and Back Again,Documentary,6.6,False,88.0
Lost in Thailand,Comedy,6.1,False,105.0
The Last Days,"Science Fiction, Adventure, Thriller",5.6,False,100.0
Our Nixon,Documentary,6.6,False,84.0
Off the Menu: The Last Days of Chasen's,Documentary,7.0,False,90.0
Darling Companion,"Drama, Romance",5.3,False,103.0
Blue Jasmine,"Comedy, Drama",7.0,False,98.0
Frankenstein's Army,"Action, Horror",5.7,False,84.0
The Great Beauty,"Comedy, Drama",7.3,False,142.0
Whatever You Say,"Drama, Comedy, Thriller, Crime, Foreign",6.0,False,110.0
Troma's War,"Comedy, Horror, Action",5.2,False,105.0
Only the Young,"Romance, Documentary, Comedy",7.5,False,72.0
The Canyons,"Thriller, Drama",4.1,False,99.0
Always Outnumbered,"Drama, TV Movie",7.2,False,104.0
And You Thought Your Parents Were Weird!,"Family, Science Fiction",6.0,False,92.0
Another Chance,,0.0,False,99.0
Andy Hardy's Double Life,"Comedy, Family, Romance",5.5,False,92.0
They Called Him Bulldozer,"Action, Comedy",6.7,False,110.0
Bomber,"Action, Comedy, Drama",6.3,False,101.0
Three Giant Men,Action,7.0,False,81.0
Blood Shot,"Action, Comedy, Horror",4.1,False,95.0
Another Face,"Comedy, Drama",0.0,False,69.0
Armored Car Robbery,Crime,6.5,False,67.0
Fred & Vinnie,,0.0,False,89.0
"Love, Marilyn",Documentary,6.2,False,105.0
Beneath,"Horror, Thriller",3.8,False,90.0
Arena,"Horror, Science Fiction",4.8,False,94.0
The Second Arrival,"Action, Adventure, Science Fiction, Thriller",3.1,False,101.0
Two Guys Talkin' About Girls,"Comedy, Drama, Romance",3.0,False,88.0
Phantom of the Megaplex,"Action, Comedy, Family, Mystery",5.7,False,89.0
The Redhead from Wyoming,"Action, Romance, Western",5.0,False,77.0
Baby on Board,,3.0,False,90.0
Battle for Brooklyn,"Documentary, Drama",5.0,False,93.0
Vares - The Path Of The Righteous Men,"Action, Crime",5.9,False,93.0
Alcan Highway,Documentary,6.5,False,86.0
Louis C.K.: Oh My God,Comedy,7.7,False,58.0
The Count of Monte Cristo,Drama,7.0,False,400.0
Percy Jackson: Sea of Monsters,"Adventure, Family, Fantasy",5.9,False,106.0
The Smurfs 2,"Fantasy, Family, Comedy, Animation",5.5,False,105.0
Alan Partridge: Alpha Papa,Comedy,6.5,False,90.0
Class of 1999,"Science Fiction, Thriller",6.3,False,99.0
Computer Chess,Comedy,6.3,False,91.0
The Devil's Nightmare,"Horror, Fantasy",6.3,False,95.0
The Attack,Drama,6.1,False,102.0
My Little Pony: Equestria Girls,"Animation, Comedy, Family, Fantasy, Music",7.1,False,72.0
Lupin the Third: The Secret of Mamo,"Action, Adventure, Animation, Comedy, Crime",7.4,False,102.0
Bloody Murder,"Horror, Drama, Thriller",3.6,False,88.0
Miss You Can Do It,"Documentary, Family, Drama",8.5,False,75.0
The Road to Brown,,0.0,False,0.0
The Forsyte Saga,,0.0,False,0.0
Jay and Silent Bob Go Down Under,Comedy,5.0,False,60.0
The Brute,"Drama, Romance",6.8,False,81.0
Man of Tai Chi,"Action, Drama",5.8,False,105.0
Zombies of Mora Tau,"Adventure, Fantasy, Horror",5.8,False,70.0
The Giant Claw,"Horror, Science Fiction",4.6,False,75.0
Prince Avalanche,"Comedy, Drama",6.0,False,94.0
The Werewolf,"Horror, Science Fiction",6.1,False,79.0
Batman: Mystery of the Batwoman,"Adventure, Fantasy, Animation, Action, Science Fiction, Family",6.6,False,74.0
Green Lantern: Emerald Knights,"Action, Adventure, Animation, Science Fiction",6.3,False,84.0
Creature with the Atom Brain,"Crime, Horror, Science Fiction, Thriller",5.3,False,69.0
Kickboxer 3: The Art of War,"Action, Thriller",4.2,False,92.0
From One Second to the Next,Documentary,7.4,False,34.0
Kickboxer 4: The Agresor,"Drama, Action, Thriller, Romance",4.5,False,90.0
Class of 1999 II - The Substitute,"Action, Science Fiction",4.1,False,87.0
We're the Millers,"Comedy, Crime",6.8,False,110.0
Growing Pains,Comedy,10.0,False,85.0
Burning Bright,"Drama, Horror, Thriller",6.0,False,89.0
Grown Ups 2,Comedy,5.8,False,100.0
DEFCON: The Documentary,Documentary,6.1,False,110.0
Jamie and Jessie Are Not Together,"Comedy, Romance",4.6,False,95.0
Drug War,"Action, Drama, Crime",6.5,False,107.0
The Cat and the Canary,"Comedy, Horror, Mystery, Thriller",6.8,False,72.0
Criminal Justice,"TV Movie, Drama",10.0,False,90.0
Farmageddon,Documentary,4.8,False,86.0
Kick-Ass 2,"Action, Adventure, Crime",6.3,False,103.0
Riddick,"Science Fiction, Action, Thriller",6.2,False,119.0
Planes,"Animation, Family, Adventure, Comedy",5.7,False,91.0
"Fight, Zatôichi, Fight","Adventure, Action, Drama",7.1,False,87.0
Mr. Moto in Danger Island,"Crime, Drama, Mystery, Thriller",6.5,False,64.0
A Family Affair,"Comedy, Family",0.0,False,69.0
Killer at Large,Documentary,5.8,False,102.0
Cameron's Closet,Horror,4.8,False,87.0
Blackfish,Documentary,7.9,False,83.0
Paranoia,"Drama, Thriller",5.6,False,106.0
The Legend of Kaspar Hauser,"Comedy, Drama",6.9,False,95.0
The Black Room,"Crime, Horror",5.8,False,70.0
The Wind Rises,Animation,7.7,False,126.0
"Maria, ihm schmeckt's nicht!",Comedy,5.5,False,92.0
A golpes,Drama,5.0,False,0.0
Around the World Under the Sea,"Science Fiction, Adventure",5.7,False,110.0
Evidence,"Horror, Thriller, Mystery",5.6,False,93.0
Amorosa,Drama,6.0,False,0.0
Jobs,"Drama, History",6.0,False,128.0
The Supper,"Drama, History",6.7,False,90.0
Moving the Mountain,Documentary,8.5,False,83.0
The Mortal Instruments: City of Bones,"Action, Adventure, Drama, Mystery, Romance, Fantasy",6.2,False,130.0
Hitler's Children,"War, Documentary, History",6.6,False,83.0
Flight of the Conchords: A Texan Odyssey,"Comedy, Documentary",7.5,False,44.0
The First Grader,"Romance, Drama",6.7,False,103.0
Touchy Feely,Drama,5.2,False,89.0
Four Horsemen,Documentary,7.2,False,97.0
It Happened in Saint-Tropez,"Comedy, Drama",5.9,False,100.0
Vassilisa the Beautiful,"Family, Fantasy",6.0,False,72.0
The Butler,Drama,7.2,False,132.0
In a World...,Comedy,6.4,False,93.0
Askari,,0.0,False,85.0
Madhouse,Horror,6.4,False,93.0
Back Door to Hell,"Action, War, Drama",6.0,False,75.0
Terms and Conditions May Apply,Documentary,6.9,False,79.0
Alias Ruby Blade,Documentary,0.0,False,78.0
Between Sheets,Romance,5.6,False,88.0
Museum Hours,Drama,6.3,False,106.0
Ain't Them Bodies Saints,"Crime, Drama, Romance, Western",6.1,False,96.0
Money Matters,Drama,6.5,False,89.0
Sunset Strip,Documentary,7.4,False,0.0
Wartorn: 1861-2010,Documentary,5.5,False,90.0
A Cry in the Night,Drama,3.6,False,75.0
About Time,"Comedy, Drama, Science Fiction",7.8,False,123.0
Tatsumi,"Animation, History",5.8,False,94.0
Chennai Express,"Romance, Comedy, Action",6.5,False,141.0
The Source Family,"Music, Documentary",6.0,False,91.0
Cold Prey II,"Drama, Horror, Mystery, Thriller",6.4,False,86.0
Cold Prey III,Horror,5.9,False,95.0
When Nietzsche Wept,"Drama, Romance",6.1,False,105.0
Four Flies on Grey Velvet,"Horror, Thriller",6.2,False,104.0
Fill the Void,Drama,6.5,False,90.0
Truth or Dare,"Horror, Thriller, Mystery",5.7,False,95.0
Shadows of Liberty,Documentary,5.6,False,93.0
Looking for Hortense,"Drama, Comedy",5.2,False,100.0
Justice League: Crisis on Two Earths,"Action, Adventure, Animation",7.1,False,75.0
Somewhere Between,Documentary,6.8,False,88.0
The Snows of Kilimanjaro,"Comedy, Drama",6.7,False,90.0
Enter Nowhere,"Mystery, Science Fiction, Thriller",6.5,False,90.0
Journey to Portugal,"Romance, Drama",5.0,False,75.0
Belarmino,Documentary,7.5,False,80.0
The Frozen Ground,"Thriller, Crime",6.1,False,105.0
Blubberella,"Horror, Action, Comedy, Foreign",3.5,False,83.0
Dealing: Or the Berkeley-to-Boston Forty-Brick Lost-Bag Blues,"Drama, Comedy",6.0,False,88.0
The Marva Collins Story,Drama,0.0,False,100.0
You're Next,"Horror, Thriller, Mystery",6.6,False,95.0
La Parisienne,Comedy,6.2,False,86.0
Brothers O'Toole,"Western, Comedy",0.0,False,95.0
Taipei Exchanges,Drama,7.5,False,82.0
Find Love,Romance,0.0,False,0.0
The Late Mathias Pascal,Drama,7.5,False,170.0
A Date with Judy,"Comedy, Music",6.3,False,113.0
A Royal Scandal,"Comedy, Drama",5.5,False,94.0
A Ticklish Affair,"Romance, Comedy",10.0,False,88.0
The Woman in the Septic Tank,Comedy,7.2,False,87.0
The Glass House,Drama,4.8,False,90.0
Confine,Thriller,4.0,False,91.0
Sparrows Dance,"Drama, Comedy, Romance",7.5,False,81.0
Mediterranean Food,Comedy,5.7,False,100.0
Clownhouse,Horror,6.0,False,81.0
Empire State,"Action, Drama",4.9,False,94.0
The Crimson Permanent Assurance,"Action, Adventure, Comedy",6.9,False,16.0
Dolly and Her Lover,"Crime, Comedy, Romance",8.0,False,101.0
So It Goes,,0.0,False,30.0
The Immortals,"Action, Crime, Drama, Thriller",7.8,False,98.0
Joyride,"Comedy, Drama, Thriller",4.8,False,93.0
My Wife Is a Gangster 2,"Action, Comedy",6.4,False,110.0
Queen of Montreuil,"Comedy, Foreign",5.5,False,87.0
Crawlspace,"Horror, Science Fiction, Mystery, Thriller",4.7,False,89.0
The Ghostmaker,"Horror, Science Fiction, Thriller",4.9,False,91.0
Mutants,"Horror, Science Fiction",5.5,False,85.0
Too Hot to Handle,"Comedy, Adventure, Romance, Drama",0.0,False,107.0
Act of Love,"Drama, War, Romance",8.0,False,108.0
Act Of Love,,0.0,False,104.0
The Seasoning House,"Horror, Thriller",6.2,False,89.0
Polite People,"Comedy, Drama",7.0,False,0.0
Logorama,Animation,7.2,False,16.0
The Little Traitor,Drama,5.8,False,88.0
Tidal Wave,"Action, Adventure, Drama, Thriller",6.4,False,120.0
Family Band: The Cowsills Story,"Documentary, Family",9.0,False,90.0
The Chicago 8,Drama,5.0,False,88.0
The World According to Dick Cheney,,7.0,False,105.0
The Stranger Within,"Thriller, Mystery",4.4,False,90.0
Something Real and Good,Drama,5.5,False,81.0
The Last Drop,"Action, Crime, History, War",4.2,False,103.0
Autopsy,"Horror, Thriller",4.5,False,84.0
Komodo,"Adventure, Horror, Thriller",4.7,False,90.0
"Trust Us, This Is All Made Up",Documentary,0.0,False,83.0
Apartment for Peggy,Drama,7.0,False,96.0
Back from Eternity,"Adventure, Drama",6.4,False,100.0
Back in Business,Action,5.5,False,93.0
Adore,Drama,6.1,False,100.0
French Roast,Animation,6.6,False,8.0
TT3D: Closer to the Edge,Documentary,8.0,False,104.0
The Lost Future,Adventure,4.6,False,90.0
The Long Dark Hall,"Crime, Drama",6.0,False,86.0
Sealed Cargo,"War, Drama",6.3,False,90.0
Maria Bamford: The Special Special Special!,Comedy,6.6,False,50.0
A Life of Her Own,Drama,4.8,False,108.0
The First Nudie Musical,"Music, Comedy",4.5,False,97.0
Freeway,"Horror, Crime, Thriller",7.5,False,102.0
Naked Souls,"Science Fiction, Thriller",3.5,False,85.0
Simon Killer,"Drama, Thriller",6.0,False,105.0
Dracula 3D,"Horror, Romance, Thriller",3.4,False,109.0
The Kidnapping Of The President,"Drama, Adventure",5.0,False,114.0
Kitchen Party,Comedy,0.0,False,82.0
King Cobra,"Horror, Science Fiction",5.5,False,93.0
The Last of Robin Hood,Drama,5.7,False,92.0
The Suicide Shop,"Comedy, Animation",6.2,False,80.0
Subspecies,"Fantasy, Horror",5.6,False,83.0
Bloodstone: Subspecies II,"Fantasy, Horror",5.4,False,107.0
Bloodlust: Subspecies III,"Fantasy, Horror, Thriller",4.5,False,83.0
From Hell It Came,Horror,2.6,False,73.0
Zapped Again!,Comedy,5.2,False,96.0
Instructions Not Included,"Comedy, Drama",7.5,False,115.0
Subspecies 4: Bloodstorm,"Horror, Fantasy",5.8,False,85.0
The Motivation,Documentary,6.9,False,88.0
The Conman,"Action, Comedy",5.8,False,113.0
Koch,"History, Documentary",5.0,False,95.0
One Direction: This Is Us,"Documentary, Music",8.0,False,92.0
Murder à la Mod,"Thriller, Comedy, Crime, Mystery",5.0,False,80.0
The Fireman,Comedy,6.2,False,32.0
Closed Circuit,"Mystery, Drama, Crime, Thriller",5.8,False,96.0
Doctors' Wives,Drama,3.8,False,102.0
Euro Trapped,Comedy,3.5,False,103.0
Killjoy,Horror,2.2,False,72.0
Killjoy 2: Deliverance from Evil,Horror,3.0,False,77.0
Killjoy 3,Horror,4.8,False,76.0
Evocateur: The Morton Downey Jr. Movie,Documentary,6.3,False,87.0
